"city","city_ascii","province_id","province_name","lat","lng","population","density","timezone","ranking","postal","id"
"Morris","Morris","MB","Manitoba","49.3986","-97.4592","3047.00","2.90","America/Winnipeg","4","R0G","1124001886"
"Saint-Alexis-des-Monts","Saint-Alexis-des-Monts","QC","Quebec","46.4667","-73.1333","3046","2.9","America/Montreal","3","J0K","1124120192"
"Cap-Saint-Ignace","Cap-Saint-Ignace","QC","Quebec","47.0333","-70.4667","3045","14.6","America/Montreal","3","G0R","1124138813"
"Saint-Anaclet-de-Lessard","Saint-Anaclet-de-Lessard","QC","Quebec","48.4800","-68.4200","3035","23.9","America/Montreal","4","G0K","1124764523"
"Carman","Carman","MB","Manitoba","49.4992","-98.0008","3027","702.4","America/Winnipeg","3","R0G","1124732787"
"Athens","Athens","ON","Ontario","44.6250","-75.9500","3013","23.6","America/Toronto","3","K0E","1124291343"
"Melancthon","Melancthon","ON","Ontario","44.1500","-80.2667","3008","9.7","America/Toronto","3","L0N","1124736504"
"Cap Santé","Cap Sante","QC","Quebec","46.6667","-71.7833","2996","54.7","America/Montreal","3","G0A","1124080648"
"Harbour Grace","Harbour Grace","NL","Newfoundland and Labrador","47.6917","-53.2167","2995","88.8","America/St_Johns","3","A0A","1124871661"
"Houston","Houston","BC","British Columbia","54.3975","-126.6419","2993","41.0","America/Vancouver","3","V0J","1124993327"
"Adelaide-Metcalfe","Adelaide-Metcalfe","ON","Ontario","42.9500","-81.7000","2990","9.0","America/Toronto","3","N0M N7G","1124000926"
"Crossfield","Crossfield","AB","Alberta","51.4333","-114.0333","2983","249.3","America/Edmonton","3","T0M","1124737275"
"Springdale","Springdale","NL","Newfoundland and Labrador","49.4974","-56.0727","2971","168.80","America/St_Johns","3","A0J","1124612197"
"Fort Macleod","Fort Macleod","AB","Alberta","49.7256","-113.3975","2967","126.8","America/Edmonton","3","T0L","1124975838"
"Athabasca","Athabasca","AB","Alberta","54.7197","-113.2856","2965","168.0","America/Edmonton","3","T9S","1124006333"
"Enderby","Enderby","BC","British Columbia","50.5508","-119.1397","2964","695.8","America/Vancouver","3","V0E","1124312550"
"Saint-Ferréol-les-Neiges","Saint-Ferreol-les-Neiges","QC","Quebec","47.1167","-70.8500","2964","35.6","America/Montreal","3","G0A","1124255920"
"Laurentian Hills","Laurentian Hills","ON","Ontario","46.1333","-77.5500","2961","4.6","America/Montreal","3","K0J","1124000976"
"Grand Valley","Grand Valley","ON","Ontario","43.9500","-80.3667","2956","18.7","America/Toronto","3","L9W","1124627074"
"Senneterre","Senneterre","QC","Quebec","48.3833","-77.2333","2953","0.2","America/Montreal","3","J0Y","1124548422"
"Sainte-Marie-Madeleine","Sainte-Marie-Madeleine","QC","Quebec","45.6000","-73.1000","2935","57.7","America/Montreal","4","J0H","1124000666"
"Admaston/Bromley","Admaston/Bromley","ON","Ontario","45.5292","-76.8969","2935","5.6","America/Toronto","3","K7V K0J","1124001494"
"Saint-Gabriel-de-Valcartier","Saint-Gabriel-de-Valcartier","QC","Quebec","46.9333","-71.4667","2933","6.7","America/Montreal","3","G0A","1124782327"
"North Algona Wilberforce","North Algona Wilberforce","ON","Ontario","45.6167","-77.2000","2915","7.7","America/Toronto","3","K8A K0J","1124001620"
"Kingston","Kingston","NB","New Brunswick","45.4663","-66.0217","2913.00","14.50","America/Moncton","4","E5N E5S","1124000116"
"Wawa","Wawa","ON","Ontario","47.9931","-84.7736","2905","7.0","America/Toronto","3","P0S","1124381797"
"Saint-Christophe-d'Arthabaska","Saint-Christophe-d'Arthabaska","QC","Quebec","46.0333","-71.8833","2892","41.9","America/Montreal","4","G6R G6S","1124000694"
"Sainte-Mélanie","Sainte-Melanie","QC","Quebec","46.1333","-73.5167","2892","38.1","America/Montreal","3","J0K","1124173990"
"Ascot Corner","Ascot Corner","QC","Quebec","45.4500","-71.7667","2891","35.1","America/Montreal","4","J0B","1124945733"
"Horton","Horton","ON","Ontario","45.5000","-76.6667","2887","18.2","America/Toronto","3","K7V","1124001850"
"Saint-Michel","Saint-Michel","QC","Quebec","45.2333","-73.5667","2884","48.2","America/Montreal","3","J0L","1124926265"
"Botwood","Botwood","NL","Newfoundland and Labrador","49.1500","-55.3667","2875","191.0","America/St_Johns","3","A0H","1124634384"
"Saint-Paul-d'Abbotsford","Saint-Paul-d'Abbotsford","QC","Quebec","45.4333","-72.8833","2870","36.1","America/Montreal","4","J0E","1124492372"
"Saint-Marc-des-Carrières","Saint-Marc-des-Carrieres","QC","Quebec","46.6833","-72.0500","2862","172.0","America/Montreal","3","G0A","1124924445"
"Stanstead","Stanstead","QC","Quebec","45.0167","-72.1000","2857","125.8","America/Montreal","3","J0B","1124000851"
"Sainte-Anne-de-Beaupré","Sainte-Anne-de-Beaupre","QC","Quebec","47.0167","-70.9333","2854","45.6","America/Montreal","3","G0A","1124323389"
"Sainte-Luce","Sainte-Luce","QC","Quebec","48.5500","-68.3800","2851","39.0","America/Montreal","3","G0K","1124000034"
"Saint-Gabriel","Saint-Gabriel","QC","Quebec","46.3000","-73.3833","2844","1012.3","America/Montreal","3","J0K","1124920056"
"Rankin Inlet","Rankin Inlet","NU","Nunavut","62.8300","-92.1321","2842.00","140.40","America/Rankin_Inlet","4","X0C","1124057160"
"Vanscoy No. 345","Vanscoy No. 345","SK","Saskatchewan","52.0073","-107.0552","2840.00","3.30","America/Regina","4","S0K S0L S7K","1124001166"
"Cedar","Cedar","BC","British Columbia","49.0853","-123.8259","2836.00","83.80","America/Vancouver","4","V9X","1124000187"
"Princeton","Princeton","BC","British Columbia","49.4589","-120.5060","2828","47.4","America/Vancouver","3","V0X","1124790102"
"La Loche","La Loche","SK","Saskatchewan","56.4833","-109.4333","2827","181.3","America/Regina","3","S0M","1124048077"
"Kingsclear","Kingsclear","NB","New Brunswick","45.8796","-66.8695","2822.00","18.60","America/Moncton","4","E3E","1124744497"
"Ferme-Neuve","Ferme-Neuve","QC","Quebec","46.7000","-75.4500","2822","3.6","America/Montreal","3","J0W","1124159065"
"Thurso","Thurso","QC","Quebec","45.5969","-75.2433","2818","449.0","America/Montreal","3","J0X","1124913486"
"Adstock","Adstock","QC","Quebec","46.0500","-71.0800","2806","9.7","America/Montreal","4","G0N","1124001673"
"Shuniah","Shuniah","ON","Ontario","48.5833","-88.8333","2798","4.9","America/Toronto","3","P0T P7A","1124000092"
"Enniskillen","Enniskillen","ON","Ontario","42.8167","-82.1250","2796","8.3","America/Toronto","3","N0N","1124001379"
"Yamachiche","Yamachiche","QC","Quebec","46.2667","-72.8333","2787","26.2","America/Montreal","3","G0X","1124138672"
"Saint-Maurice","Saint-Maurice","QC","Quebec","46.4667","-72.5333","2775","30.3","America/Montreal","3","G0X","1124381241"
"Bonaventure","Bonaventure","QC","Quebec","48.0500","-65.4833","2775","26.6","America/Montreal","3","G0C","1124014798"
"Val-Morin","Val-Morin","QC","Quebec","46.0000","-74.1800","2772","70.3","America/Montreal","3","J0T","1124001446"
"Pohénégamook","Pohenegamook","QC","Quebec","47.4667","-69.2167","2770","8.1","America/Montreal","3","G0L","1124000688"
"Wakefield","Wakefield","NB","New Brunswick","46.2406","-67.6248","2767.00","14.10","America/Moncton","4","E7M E7P","1124000329"
"Stoke","Stoke","QC","Quebec","45.5333","-71.8000","2765","10.8","America/Montreal","4","J0B","1124001196"
"Sainte-Marguerite-du-Lac-Masson","Sainte-Marguerite-du-Lac-Masson","QC","Quebec","46.0560","-74.0723","2763.00","30.00","America/Montreal","4","J0T","1124208615"
"Saint-Prime","Saint-Prime","QC","Quebec","48.5800","-72.3300","2758","18.7","America/Montreal","3","G8J","1124389119"
"Kuujjuaq","Kuujjuaq","QC","Quebec","58.1429","-68.3742","2754.00","9.40","America/Montreal","4","J0M","1124705411"
"Atikokan","Atikokan","ON","Ontario","48.7500","-91.6167","2753","8.6","America/Atikokan","3","P0T","1124868159"
"Grenville-sur-la-Rouge","Grenville-sur-la-Rouge","QC","Quebec","45.6500","-74.6333","2746","8.7","America/Montreal","3","J0V","1124001524"
"North Cypress-Langford","North Cypress-Langford","MB","Manitoba","49.9969","-99.3982","2745.00","1.60","America/Winnipeg","4","R0J R0K","1124001785"
"Sainte-Anne-de-Sorel","Sainte-Anne-de-Sorel","QC","Quebec","46.0500","-73.0667","2742","71.4","America/Montreal","4","J3P","1124001977"
"Macamic","Macamic","QC","Quebec","48.7500","-79.0000","2734","13.5","America/Montreal","3","J0Z","1124965674"
"Sundre","Sundre","AB","Alberta","51.7972","-114.6406","2729","245.6","America/Edmonton","3","T0M","1124001279"
"Rougemont","Rougemont","QC","Quebec","45.4333","-73.0500","2723","62.0","America/Montreal","3","J0L","1124876872"
"Piedmont","Piedmont","QC","Quebec","45.9000","-74.1300","2721","111.7","America/Montreal","3","J0R","1124001265"
"Grimshaw","Grimshaw","AB","Alberta","56.1908","-117.6117","2718","383.4","America/Edmonton","3","T0H","1124339886"
"Lac-des-Écorces","Lac-des-Ecorces","QC","Quebec","46.5500","-75.3500","2713","18.8","America/Montreal","3","J0W","1124808962"
"Northeastern Manitoulin and the Islands","Northeastern Manitoulin and the Islands","ON","Ontario","45.9667","-81.9333","2706","5.5","America/Toronto","3","P0P","1124001541"
"Pelican Narrows","Pelican Narrows","SK","Saskatchewan","55.1883","-102.9342","2703","295.0","America/Regina","3","S0P","1124970223"
"McDougall","McDougall","ON","Ontario","45.4500","-80.0167","2702","10.1","America/Toronto","3","P2A","1124000643"
"Black Diamond","Black Diamond","AB","Alberta","50.6881","-114.2333","2700","702.7","America/Edmonton","3","T0L","1124170822"
"Saint-Pamphile","Saint-Pamphile","QC","Quebec","46.9667","-69.7833","2685","19.6","America/Montreal","3","G0R","1124993070"
"Bedford","Bedford","QC","Quebec","45.1167","-72.9833","2684","639.4","America/Montreal","3","J0J","1124195813"
"Weedon-Centre","Weedon-Centre","QC","Quebec","45.7000","-71.4667","2683","12.4","America/Montreal","3","J0B","1124651516"
"Lacolle","Lacolle","QC","Quebec","45.0833","-73.3667","2680","54.0","America/Montreal","3","J0J","1124270266"
"Saint-Gabriel-de-Brandon","Saint-Gabriel-de-Brandon","QC","Quebec","46.2667","-73.3833","2679","26.8","America/Montreal","3","J0K","1124001827"
"Errington","Errington","BC","British Columbia","49.2874","-124.3433","2677.00","97.40","America/Vancouver","4","V0R V9P","1124001138"
"Coalhurst","Coalhurst","AB","Alberta","49.7457","-112.9319","2668","857.5","America/Edmonton","3","T0L","1124001548"
"French River / Rivière des Français","French River / Riviere des Francais","ON","Ontario","46.1667","-80.5000","2662","3.6","America/Toronto","3","P0M","1124000556"
"Arviat","Arviat","NU","Nunavut","61.0996","-94.1688","2657.00","20.10","America/Rankin_Inlet","4","X0C","1124309634"
"Saint-David-de-Falardeau","Saint-David-de-Falardeau","QC","Quebec","48.6167","-71.1167","2657","6.6","America/Montreal","4","G0V","1124001854"
"Markstay","Markstay","ON","Ontario","46.4912","-80.4717","2656.00","5.20","America/Toronto","4","P0H P0M","1124061532"
"Spaniards Bay","Spaniards Bay","NL","Newfoundland and Labrador","47.6181","-53.3369","2653","40.40","America/St_Johns","3","A0A","1124334544"
"Cocagne","Cocagne","NB","New Brunswick","46.3406","-64.6200","2649","66.78","America/Moncton","3","E4R","1124000195"
"Saint-Bruno","Saint-Bruno","QC","Quebec","48.4667","-71.6500","2636","33.8","America/Montreal","3","G0W","1124000655"
"Chetwynd","Chetwynd","BC","British Columbia","55.6972","-121.6333","2635","43.1","America/Dawson_Creek","3","V0C","1124001005"
"Laurier-Station","Laurier-Station","QC","Quebec","46.5333","-71.6333","2634","219.3","America/Montreal","3","G0S","1124029105"
"Saint-Anicet","Saint-Anicet","QC","Quebec","45.1200","-74.3500","2626","19.4","America/Montreal","3","J0S","1124287636"
"Saint-Mathieu-de-Beloeil","Saint-Mathieu-de-Beloeil","QC","Quebec","45.5667","-73.2000","2624","65.8","America/Montreal","3","J3G","1124000340"
"Cap-Chat","Cap-Chat","QC","Quebec","49.1000","-66.6833","2623","14.4","America/Montreal","3","G0J","1124662875"
"Sexsmith","Sexsmith","AB","Alberta","55.3508","-118.7825","2620","197.9","America/Edmonton","3","T0H","1124024490"
"Notre-Dame-de-Lourdes","Notre-Dame-de-Lourdes","QC","Quebec","46.1000","-73.4333","2595","72.6","America/Montreal","4","J0K","1124935751"
"Ville-Marie","Ville-Marie","QC","Quebec","47.3333","-79.4333","2595","424.8","America/Montreal","3","J9V","1124001938"
"Saint-Isidore","Saint-Isidore","QC","Quebec","45.3000","-73.6800","2581","49.7","America/Montreal","3","J0L","1124775572"
"Shippegan","Shippegan","NB","New Brunswick","47.7439","-64.7178","2580","257.6","America/Moncton","3","E8S","1124198415"
"East Garafraxa","East Garafraxa","ON","Ontario","43.8500","-80.2500","2579","15.5","America/Toronto","3","L9W","1124000753"
"Pemberton","Pemberton","BC","British Columbia","50.3203","-122.8053","2574","217.5","America/Vancouver","3","V0N","1124476252"
"Unity","Unity","SK","Saskatchewan","52.4333","-109.1667","2573","244.6","America/Regina","3","S0K","1124230227"
"Rimbey","Rimbey","AB","Alberta","52.6333","-114.2167","2567","225.1","America/Edmonton","3","T0C","1124861733"
"High Prairie","High Prairie","AB","Alberta","55.4325","-116.4861","2564","355.3","America/Edmonton","3","T0G","1124163323"
"Turner Valley","Turner Valley","AB","Alberta","50.6739","-114.2786","2559","442.1","America/Edmonton","3","T0L","1124557397"
"Hanna","Hanna","AB","Alberta","51.6383","-111.9419","2559","290.6","America/Edmonton","3","T0J","1124751402"
"Fort Smith","Fort Smith","NT","Northwest Territories","60.0260","-112.0821","2542.00","27.40","America/Yellowknife","4","X0E","1124491408"
"Maria","Maria","QC","Quebec","48.1667","-65.9833","2536","26.7","America/Montreal","3","G0C","1124002967"
"Saint-Chrysostome","Saint-Chrysostome","QC","Quebec","45.1000","-73.7667","2522","25.2","America/Montreal","3","J0S","1124333805"
"Greater Madawaska","Greater Madawaska","ON","Ontario","45.2722","-76.8589","2518","2.4","America/Toronto","3","K7V K0J","1124001487"
"Berwick","Berwick","NS","Nova Scotia","45.0475","-64.7360","2509","381.3","America/Halifax","3","B0P","1124831957"
"Saint-Damase","Saint-Damase","QC","Quebec","45.5333","-73.0000","2506","31.7","America/Montreal","3","J0H","1124245814"
"Lincoln","Lincoln","NB","New Brunswick","45.8716","-66.5437","2504.00","98.20","America/Moncton","4","E3B","1124001266"
"Disraeli","Disraeli","QC","Quebec","45.9000","-71.3500","2502","362.1","America/Montreal","3","G0N","1124115327"
"Sainte-Victoire-de-Sorel","Sainte-Victoire-de-Sorel","QC","Quebec","45.9500","-73.0833","2501","33.5","America/Montreal","4","J0G","1124001523"
"Meadow Lake No. 588","Meadow Lake No. 588","SK","Saskatchewan","54.1213","-108.2837","2501.00","0.40","America/Regina","4","S0M S9X","1124001846"
"Elkford","Elkford","BC","British Columbia","50.0214","-114.9158","2499","24.6","America/Edmonton","3","V0B","1124000218"
"Georgian Bay","Georgian Bay","ON","Ontario","44.9833","-79.8167","2499","4.6","America/Toronto","3","L0K P0E","1124001020"
"Saint-Alexandre","Saint-Alexandre","QC","Quebec","45.2333","-73.1167","2495","32.8","America/Montreal","3","J0J","1124016760"
"Hérbertville","Herbertville","QC","Quebec","48.3473","-71.6784","2491.00","9.50","America/Montreal","4","G8N","1124806332"
"Moosomin","Moosomin","SK","Saskatchewan","50.1420","-101.6700","2485","327.5","America/Regina","3","S0G","1124103159"
"North Kawartha","North Kawartha","ON","Ontario","44.7500","-78.1000","2479","3.2","America/Toronto","3","K0L","1124001184"
"Sainte-Thècle","Sainte-Thecle","QC","Quebec","46.8167","-72.5000","2478","11.6","America/Montreal","3","G0X","1124387301"
"Trenton","Trenton","NS","Nova Scotia","45.6193","-62.6332","2474","407.8","America/Halifax","3","B0K","1124776153"
"Fermont","Fermont","QC","Quebec","52.7833","-67.0833","2474","5.2","America/Montreal","3","G0G","1124001089"
"Esterhazy","Esterhazy","SK","Saskatchewan","50.6500","-102.0667","2472","520.9","America/Regina","3","S0A","1124095034"
"Wickham","Wickham","QC","Quebec","45.7500","-72.5000","2470","25.0","America/Montreal","3","J0C","1124353605"
"La Présentation","La Presentation","QC","Quebec","45.6667","-73.0500","2466","26.1","America/Montreal","3","J0H","1124865042"
"Beaverlodge","Beaverlodge","AB","Alberta","55.2094","-119.4292","2465","430.5","America/Edmonton","3","T0H","1124894073"
"Sainte-Catherine-de-Hatley","Sainte-Catherine-de-Hatley","QC","Quebec","45.2500","-72.0500","2464","28.5","America/Montreal","3","J0B","1124000135"
"Saint-Basile","Saint-Basile","QC","Quebec","46.7500","-71.8167","2463","25.1","America/Montreal","3","G0A","1124369196"
"Saint-Raphaël","Saint-Raphael","QC","Quebec","46.8000","-70.7500","2463","20.3","America/Montreal","4","G0R","1124630982"
"Holyrood","Holyrood","NL","Newfoundland and Labrador","47.3833","-53.1333","2463","19.6","America/St_Johns","4","A0A","1124289617"
"Gracefield","Gracefield","QC","Quebec","46.0926","-75.9574","2462.00","6.40","America/Montreal","4","J0X","1124000820"
"Saint-Martin","Saint-Martin","QC","Quebec","45.9667","-70.6500","2462","20.8","America/Montreal","4","G0M","1124001971"
"Causapscal","Causapscal","QC","Quebec","48.3667","-67.2333","2458","15.2","America/Montreal","3","G0J","1124289460"
"Brigham","Brigham","QC","Quebec","45.2500","-72.8500","2457","28.2","America/Montreal","3","J2K","1124336821"
"Perry","Perry","ON","Ontario","45.5000","-79.2833","2454","13.1","America/Toronto","3","P0A","1124001994"
"Port-Daniel--Gascons","Port-Daniel--Gascons","QC","Quebec","48.1833","-64.9667","2453","8.1","America/Montreal","3","G0C","1124001024"
"Rosetown","Rosetown","SK","Saskatchewan","51.5500","-107.9833","2451","201.9","America/Regina","3","S0L","1124742251"
"Minnedosa","Minnedosa","MB","Manitoba","50.2453","-99.8428","2449","161.1","America/Winnipeg","3","R0J","1124860237"
"Labelle","Labelle","QC","Quebec","46.2833","-74.7333","2445","12.3","America/Montreal","3","J0T","1124748931"
"Huntingdon","Huntingdon","QC","Quebec","45.0800","-74.1700","2444","879.2","America/Montreal","3","J0S","1124322836"
"Hébertville","Hebertville","QC","Quebec","48.4000","-71.6833","2441","9.3","America/Montreal","4","G0W","1124293093"
"Black River-Matheson","Black River-Matheson","ON","Ontario","48.5333","-80.4667","2438","2.1","America/Toronto","3","P0K","1124000106"
"Saint-Michel-des-Saints","Saint-Michel-des-Saints","QC","Quebec","46.6833","-73.9167","2436","4.9","America/Montreal","3","J0K","1124969050"
"Dufferin","Dufferin","MB","Manitoba","49.5319","-98.0700","2435.00","2.70","America/Winnipeg","4","R0G","1124001018"
"Saint-Victor","Saint-Victor","QC","Quebec","46.1500","-70.9000","2430","20.2","America/Montreal","3","G0M","1124899336"
"Sicamous","Sicamous","BC","British Columbia","50.8378","-118.9703","2429","192.0","America/Vancouver","3","V0E","1124519194"
"Cap Pele","Cap Pele","NB","New Brunswick","46.2172","-64.2822","2425.00","103.80","America/Moncton","4","E4N","1124541608"
"Kelsey","Kelsey","MB","Manitoba","53.7356","-101.3950","2424","2.8","America/Winnipeg","3","R9A R0B","1124001840"
"Killaloe, Hagarty and Richards","Killaloe, Hagarty and Richards","ON","Ontario","45.6000","-77.5000","2420","6.1","America/Toronto","3","K0J","1124001779"
"Alvinston","Alvinston","ON","Ontario","42.8489","-81.9049","2411.00","7.70","America/Toronto","4","N0N","1124753895"
"Dundurn No. 314","Dundurn No. 314","SK","Saskatchewan","51.8261","-106.5416","2404.00","3.00","America/Regina","4","S0K","1124000094"
"Saint-Éphrem-de-Beauce","Saint-Ephrem-de-Beauce","QC","Quebec","46.0516","-70.9374","2400.00","20.20","America/Montreal","4","G0M","1124956973"
"Assiniboia","Assiniboia","SK","Saskatchewan","49.6167","-105.9833","2389","630.3","America/Regina","3","S0H","1124513932"
"Témiscaming","Temiscaming","QC","Quebec","46.7167","-79.1000","2385","3.3","America/Toronto","3","J0Z","1124002169"
"Magrath","Magrath","AB","Alberta","49.4239","-112.8683","2374","396.4","America/Edmonton","3","T0K","1124735480"
"Sainte-Geneviève-de-Berthier","Sainte-Genevieve-de-Berthier","QC","Quebec","46.0833","-73.2167","2365","35.5","America/Montreal","4","J0K","1124001090"
"Buctouche","Buctouche","NB","New Brunswick","46.4719","-64.7249","2361","130.5","America/Moncton","3","E4S","1124405790"
"Grand Manan","Grand Manan","NB","New Brunswick","44.6900","-66.8200","2360","15.8","America/Moncton","3","E5G","1124000229"
"Sainte-Madeleine","Sainte-Madeleine","QC","Quebec","45.6000","-73.1000","2356","439.8","America/Montreal","3","J0H","1124000679"
"Boissevain","Boissevain","MB","Manitoba","49.1779","-100.0955","2353.00","2.20","America/Winnipeg","4","R0K","1124368869"
"Scott","Scott","QC","Quebec","46.5120","-71.0770","2352.00","75.10","America/Montreal","4","G0S","1124001254"
"Sainte-Croix","Sainte-Croix","QC","Quebec","46.6200","-71.7300","2352","33.8","America/Montreal","3","G0S","1124208011"
"Algonquin Highlands","Algonquin Highlands","ON","Ontario","45.4000","-78.7500","2351","2.3","America/Toronto","3","P0A","1124001381"
"Valcourt","Valcourt","QC","Quebec","45.5000","-72.3167","2349","467.3","America/Montreal","3","J0E","1124334549"
"Saint George","Saint George","NB","New Brunswick","45.2916","-66.8501","2341.00","4.70","America/Moncton","4","E5C","1124000156"
"Paquetville","Paquetville","NB","New Brunswick","47.6334","-65.1803","2329.00","10.60","America/Moncton","4","E8R","1124000770"
"Saint-Dominique","Saint-Dominique","QC","Quebec","45.5667","-72.8500","2327","33.7","America/Montreal","3","J0H","1124847475"
"Clearwater","Clearwater","BC","British Columbia","51.6500","-120.0333","2324","41.7","America/Vancouver","3","V0E","1124911350"
"Addington Highlands","Addington Highlands","ON","Ontario","45.0000","-77.2500","2323","1.7","America/Toronto","3","K0H","1124001921"
"Lillooet","Lillooet","BC","British Columbia","50.6864","-121.9364","2321","84.4","America/Vancouver","3","V0K","1124632130"
"Burin","Burin","NL","Newfoundland and Labrador","47.0500","-55.1800","2315","67.8","America/St_Johns","3","A0E","1124434509"
"Grand Bank","Grand Bank","NL","Newfoundland and Labrador","47.1000","-55.7833","2310","136.1","America/St_Johns","3","A0E","1124257527"
"Léry","Lery","QC","Quebec","45.3500","-73.8000","2307","218.2","America/Montreal","3","J6N","1124481204"
"Minto","Minto","NB","New Brunswick","46.1497","-66.1067","2305","72.8","America/Moncton","3","E4B","1124754728"
"Rosthern No. 403","Rosthern No. 403","SK","Saskatchewan","52.6206","-106.3967","2300.00","2.40","America/Regina","4","S0K","1124001178"
"Chase","Chase","BC","British Columbia","50.8189","-119.6844","2286","607.0","America/Vancouver","3","V0E","1124452830"
"Mansfield-et-Pontefract","Mansfield-et-Pontefract","QC","Quebec","45.8611","-76.7392","2285","4.8","America/Montreal","3","J0X","1124000865"
"Saint-Denis","Saint-Denis","QC","Quebec","45.7833","-73.1500","2285","26.9","America/Montreal","3","J0H","1124298615"
"Outlook","Outlook","SK","Saskatchewan","51.5000","-107.0500","2279","291.0","America/Regina","3","S0L","1124721522"
"Mitchell","Mitchell","MB","Manitoba","49.5363","-96.7634","2279.00","704.70","America/Winnipeg","3","R5G","1124001295"
"Saint-Gédéon-de-Beauce","Saint-Gedeon-de-Beauce","QC","Quebec","45.8500","-70.6333","2277","11.6","America/Montreal","4","G0M","1124765625"
"Saint-Léonard-d'Aston","Saint-Leonard-d'Aston","QC","Quebec","46.1000","-72.3667","2271","27.5","America/Montreal","3","J0C","1124836222"
"Lunenburg","Lunenburg","NS","Nova Scotia","44.3833","-64.3167","2263","560.1","America/Halifax","3","B0J","1124214420"
"Northesk","Northesk","NB","New Brunswick","47.2569","-66.2613","2263.00","0.70","America/Moncton","4","E1V E9E","1124000917"
"Albanel","Albanel","QC","Quebec","48.8833","-72.4500","2262","11.4","America/Montreal","3","G8M","1124386968"
"St. Anthony","St. Anthony","NL","Newfoundland and Labrador","51.3725","-55.5947","2258","61.0","America/St_Johns","3","A0K","1124808047"
"Pessamit","Pessamit","QC","Quebec","49.0485","-68.6814","2256.00","8.80","America/Montreal","4","G0H","1124000551"
"Maskinongé","Maskinonge","QC","Quebec","46.2333","-73.0167","2253","30.2","America/Montreal","3","J0K","1124944084"
"Saint-Charles-de-Bellechasse","Saint-Charles-de-Bellechasse","QC","Quebec","46.7667","-70.9500","2246","24.1","America/Montreal","4","G0R","1124845287"
"Fogo Island","Fogo Island","NL","Newfoundland and Labrador","49.6667","-54.1833","2244","9.40","America/St_Johns","3","A0G","1124001746"
"East Broughton","East Broughton","QC","Quebec","46.2167","-71.0667","2229","255.3","America/Montreal","3","G0N","1124076092"
"Lantz","Lantz","NS","Nova Scotia","44.9894","-63.4736","2229.00","749.90","America/Halifax","3","B2S","1124980158"
"Calmar","Calmar","AB","Alberta","53.2500","-113.7833","2228","476.2","America/Edmonton","3","T0C","1124941943"
"Highlands","Highlands","BC","British Columbia","48.5200","-123.5000","2225","58.5","America/Vancouver","3","V9B V9E","1124001752"
"Saint-Polycarpe","Saint-Polycarpe","QC","Quebec","45.3000","-74.3000","2224","31.8","America/Montreal","3","J0P","1124227112"
"Logy Bay-Middle Cove-Outer Cove","Logy Bay-Middle Cove-Outer Cove","NL","Newfoundland and Labrador","47.6300","-52.6800","2221","130.9","America/St_Johns","3","A1K","1124001213"
"Deschambault","Deschambault","QC","Quebec","46.6436","-72.0236","2220.00","17.80","America/Montreal","4","G0A","1124057933"
"Canora","Canora","SK","Saskatchewan","51.6339","-102.4369","2219","303.7","America/Regina","3","S0A","1124454845"
"Upper Miramichi","Upper Miramichi","NB","New Brunswick","46.5254","-66.2085","2218.00","1.20","America/Moncton","4","E9C E6A","1124001963"
"Anmore","Anmore","BC","British Columbia","49.3144","-122.8564","2210","80.2","America/Vancouver","3","V3H","1124001000"
"Hardwicke","Hardwicke","NB","New Brunswick","47.0208","-65.0302","2201.00","7.90","America/Moncton","4","E1N E9A","1124081011"
"Saint-Côme","Saint-Come","QC","Quebec","46.2700","-73.7800","2198","13.5","America/Montreal","3","J0K","1124183187"
"Waskaganish","Waskaganish","QC","Quebec","51.3674","-78.7069","2196.00","4.40","America/Montreal","4","J0M J0Y","1124626196"
"Twillingate","Twillingate","NL","Newfoundland and Labrador","49.6444","-54.7436","2196","85.3","America/St_Johns","3","A0G","1124836835"
"Saint-Quentin","Saint-Quentin","NB","New Brunswick","47.5135","-67.3921","2194","517.2","America/Moncton","3","E8A","1124243371"
"Lebel-sur-Quévillon","Lebel-sur-Quevillon","QC","Quebec","49.0500","-76.9833","2187","53.8","America/Montreal","3","J0Y","1124000875"
"Pilot Butte","Pilot Butte","SK","Saskatchewan","50.4667","-104.4167","2183","377.7","America/Regina","3","S0G","1124343267"
"Nanton","Nanton","AB","Alberta","50.3494","-113.7717","2181","447.8","America/Edmonton","3","T0L","1124418201"
"Pierreville","Pierreville","QC","Quebec","46.0667","-72.8167","2176","27.8","America/Montreal","3","J0G","1124888889"
"New-Wes-Valley","New-Wes-Valley","NL","Newfoundland and Labrador","49.1500","-53.5833","2172","16.3","America/St_Johns","3","A0G","1124000397"
"Pennfield Ridge","Pennfield Ridge","NB","New Brunswick","45.1924","-66.6858","2170.00","6.00","America/Moncton","4","E5H","1124474914"
"West Interlake","West Interlake","MB","Manitoba","50.9837","-98.3572","2162.00","1.30","America/Winnipeg","4","R0C","1124001724"
"Biggar","Biggar","SK","Saskatchewan","52.0590","-107.9790","2161","137.2","America/Regina","3","S0K","1124897904"
"Britannia No. 502","Britannia No. 502","SK","Saskatchewan","53.4236","-109.7772","2153.00","2.30","America/Edmonton","4","S9V","1124000458"
"Kent","Kent","NB","New Brunswick","46.6221","-67.2953","2153.00","2.60","America/Moncton","4","E7J","1124001214"
